id,Polling Station,Approval of Besancenot,Approval of Buffet,Approval of Schivardi,Approval of Bayrou,Approval of Bové,Approval of Voynet,Approval of Villiers,Approval of Royal,Approval of Nihous,Approval of Le Pen,Approval of Laguiller,Approval of Sarkozy,Score of Besancenot,Score of Buffet,Score of Schivardi,Score of Bayrou,Score of Bové,Score of Voynet,Score of Villiers,Score of Royal,Score of Nihous,Score of Le Pen,Score of Laguiller,Score of Sarkozy
2712,Louvigny2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
2713,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2
2714,Louvigny2,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0
2715,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1
2716,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1
2717,Louvigny2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2
2718,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,1
2719,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2720,Louvigny2,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,2,0,0,1,0
2721,Louvigny2,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0
2722,Louvigny2,0,1,0,0,0,0,0,1,0,0,1,0,1,2,,,,,,2,,,2,
2723,Louvigny2,1,1,0,0,0,0,0,1,0,0,1,0,2,2,,0,,,0,1,,0,2,0
2724,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,,0,1,0,1,,1,1,0,0,2
2725,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,2,0,0,1,0
2726,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,2,0,0,2,0
2727,Louvigny2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1
2728,Louvigny2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,1,1,0
2729,Louvigny2,1,0,0,1,1,0,0,1,0,0,0,0,1,,,2,1,,,2,,0,,0
2730,Louvigny2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0
2731,Louvigny2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0
2732,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,1
2733,Louvigny2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,1
2734,Louvigny2,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,2,1,0,1,,0,,0
2735,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,1,,2,,,,1
2736,Louvigny2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
2737,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
2738,Louvigny2,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,0,1,1,2,0,0,1,1
2739,Louvigny2,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,2,2,1,0,1,0,1,1,0
2740,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0
2741,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,0,0,1,1
2742,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,2,0,0,0,2
2743,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,,,1,,,,0
2744,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,0,,,1,0,,0,1,,0,,2
2745,Louvigny2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,1,2
2746,Louvigny2,0,0,1,0,1,1,0,0,0,0,0,1,,,,,1,1,,0,0,0,0,2
2747,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2749,Louvigny2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,2,2,1,2
2750,Louvigny2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,2,2,2,0,2,0,2
2751,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,2,0,1,0,2
2752,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,,,0,2,,0,2,,0,,0
2753,Louvigny2,0,0,0,0,0,0,0,1,1,0,1,1,2,2,1,1,2,1,0,1,2,0,2,1
2754,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1
2755,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2756,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,0,1,1,,1,,1,0,2,1,0,1,1
2757,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,1,0
2758,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,1,2,0,2,0,0,1,0
2759,Louvigny2,0,0,0,1,0,0,0,1,0,1,0,1,,,,2,,,,1,,1,,
2760,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0
2761,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0
2762,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,1,2,1,,0,0,,,1,,,1,1
2763,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,2
2764,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0
2765,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
2766,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,1,1,0,1,0,0,1,0
2767,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0
2768,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2
2769,Louvigny2,1,0,0,1,0,0,0,1,0,0,1,1,2,2,1,2,1,0,0,2,2,0,2,2
2770,Louvigny2,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,2,,,,
2771,Louvigny2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,2,,1,,,,
2772,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2773,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2,,,0,,
2774,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2775,Louvigny2,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1
2776,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1
2777,Louvigny2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
2778,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0
2780,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,2,0,2,1,0,1,0
2781,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2783,Louvigny2,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0
2784,Louvigny2,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,2,1,0,0,0
2785,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,2,,1,1,2,2,1,,0,2,1
2786,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
2787,Louvigny2,1,1,0,1,0,1,0,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0
2788,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0
2789,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2
2790,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,,,1,0,,1,,2
2791,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0
2792,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,1
2793,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,,0,2,0,1,0,1,0,0,0,1
2794,Louvigny2,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,2,0,2,0,0,1,0
2795,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,2,0,2,0,0,2,0
2797,Louvigny2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,1
2798,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,2,0,0,1,0
2799,Louvigny2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,1,2,0
2800,Louvigny2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,2,0,0,1
2801,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,2,,,2,,,,1,,,,
2802,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0
2803,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,1,1,1,2,0,0,1,2
2804,Louvigny2,1,1,1,0,1,1,0,1,0,0,0,0,2,2,2,0,2,1,0,1,1,0,2,0
2805,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
2806,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,0,,,,2
2807,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,2,0
2808,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2809,Louvigny2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0
2810,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,1,2
2811,Louvigny2,1,0,0,0,0,0,0,0,0,0,1,0,2,,,,,1,,1,,,2,
2812,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2813,Louvigny2,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,,,,,,2,,1
2814,Louvigny2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,1,1
2815,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
2816,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2
2817,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,,1,,,1,,2
2818,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,0,,,,2
2819,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
2821,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,1
2822,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2823,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0
2824,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2825,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
2826,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2827,Louvigny2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,1
2828,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,1,0,1,1
2829,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2830,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2831,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,0,0,2,0,2,2,0,2
2832,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,2
2834,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,0,1,2,0
2835,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
